StartDate,EndDate,ResponseID,age,city,race,race_other,gender,gender_other,enroll,drive,alcohol,cann5,cann9,sim,rx,text,speed,drowsy,seatbelt,rider_alcohol,rider_cann5,rider_cann9,rider_sim,rider_rx,rider_text,rider_speed,rider_drowsy,rider_seatbelt,DD,rideshare,walk,stayover,publictransit,bikes,other_altopt,dangeralc,dangercann5,dangercann9,dangersim,dangerrx,dangertext,dangerspeed,dangerdrowsy,dangerseatbelt,legalalc,legalcann5,legalcann9,legalsim,legalrx,legaltext,legalspeed,legaldrowsy,legalseatbelt,normsalc,normscann5,normscann9,normssim,normsrx,normstext,normsspeed,normsdrowsy,normsbelt,drivertrain,drivertrain_other,driveincome,negativedrive,negativedrive_text,ridingactivity,ridingact_text,skate,skatehelmet,electricskate,skatedestination,funskate,cityskate,skatepark,sundownskate,friendskate,skatealc,skatecann5,skatecann9,skatesim,skatetext,bike,bikehelmet,electricbike,bikedestination,funbike,citybike,bikepark,sundownbike,friendbike,bikealc,bikecann5,bikecann9,bikesim,biketext,scoot,scoothelmet,escoot,scootdestination,scootfun,cityscoot,scootpark,sundownscoot,friendscoot,alcscoot,cann5scoot,cann9scoot,simscoot,textscoot,negativeriding,negativeriding_text,cannabis1,cannabis2,cannabis3,cannabis4,cann_text,drowsy1,drowsy2,drowsy3,drowsy4,drowsy_text,aid,white,black,latine,asian,multirace,northafrican,me,pnarace,notlisted,genderbin,enrollbin,drivebin,alcoholbin,cann5bin,cann9bin,simbin,rxbin,textbin,speedbin,drowsybin,seatbeltbin,dangeralc_num,dangercann5_num,dangercann9_num,dangersim_num,dangerrx_num,dangertext_num,dangerspeed_num,dangerdrowsy_num,dangerseatbelt_num,riskalc_num,riskcann5_num,riskcann9_num,risksim_num,riskrx_num,risktext_num,riskspeed_num,riskdrowsy_num,riskseatbelt_num,normsalc_bin,normscann5_bin,normscann9_bin,normssim_bin,normsrx_bin,normstext_bin,normsspeed_bin,normsdrowsy_bin,normsbelt_bin
9/22/2025 5:35,9/22/2025 5:52,R_31je8SORJlJG7xP,22,Other,"Black and/or African American,Latine and/or Hispanic,White and/or European American,Multiracial and/or Biracial",,Female,,No,Yes,Never,Never,Never,Never,Never,Once,Never,Twice,Never,Never,Never,Once,Never,Never,Once,Once,Once,Never,Never,Never,Once,Once,Never,Once,Never,Very dangerous,Somewhat dangerous,Unsure,Very dangerous,Very dangerous,Somewhat dangerous,Somewhat dangerous,Unsure,Very dangerous,Very unlikely,Somewhat unlikely,Somewhat unlikely,Very unlikely,Somewhat unlikely,Somewhat unlikely,Very unlikely,Unsure,Somewhat likely,Once,Never,Never,Once,Never,Twice,Never,Never,Once,In person,,"Yes, for delivery (e.g., Amazon Flex, DoorDash, Instacart)",No,,Bicycling (street and BMX),,,,,,,,,,,,,,,,2,None,None,A Few,A Few,A Few,None,A Few,A Few,Never,Never,Never,Never,Never,,,,,,,,,,,,,,,No,,1,2,4,3,it can cause injuries and car crashes,1,2,4,3,its bad for your brain and u cant really focus,68d1dcea-1c31-545f-5709-40f35b40dd40,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,5,4,3,5,5,4,4,3,5,1,2,2,1,2,2,1,3,4,1,0,0,1,0,1,0,0,1
9/22/2025 5:57,9/22/2025 6:01,R_sTLzYyspvGs4B9L,24,Other,White and/or European American,,Female,,No,Yes,Never,Never,Never,Never,Never,Never,Never,More than twice,Never,Once,Never,Never,Never,Never,More than twice,Never,Never,Never,Once,Never,Never,Once,Never,Never,Never,Very dangerous,Somewhat dangerous,Somewhat dangerous,Very dangerous,Very dangerous,Very dangerous,Somewhat dangerous,Somewhat dangerous,Very dangerous,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Unsure,Somewhat likely,Very unlikely,Somewhat likely,Very unlikely,More than twice,More than twice,More than twice,More than twice,Prefer not to answer,More than twice,More than twice,More than twice,More than twice,In person,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,4,,1,2,3,4,,68d1e257-2d27-61d1-c319-c6181c93e07b,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5,4,4,5,5,5,4,4,5,1,1,1,1,3,4,1,4,1,1,1,1,1,,1,1,1,1
9/22/2025 5:54,9/22/2025 6:02,R_6L3wmTYxhfFdfdD,18,Toledo,Black and/or African American,,Female,,No,Yes,Never,Once,Never,Never,Never,Twice,Once,Never,Never,Once,Once,Once,Once,Never,More than twice,Once,Never,Never,More than twice,More than twice,Once,Twice,Never,Never,Never,Somewhat dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Somewhat dangerous,Somewhat dangerous,Unsure,Very dangerous,Somewhat unlikely,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,In person,,No,No,,"Bicycling (street and BMX),Scootering",,,,,,,,,,,,,,,,10,None,None,None,Half,A Few,A Few,A Few,A Few,Never,Never,Never,Never,Never,5,None,None,None,All,None,A Few,All,A Few,Never,Never,Never,Never,Never,No,,2,1,4,3,,1,4,3,2,,68d1e167-c3e0-38d7-1c1d-0b625873faaa,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,4,5,5,5,5,4,4,3,5,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1
9/22/2025 6:17,9/22/2025 6:21,R_23fvSdYoy2OpxG8,24,Columbus,Black and/or African American,,Female,,No,Yes,Never,Twice,Never,Never,More than twice,Once,Never,Once,More than twice,Never,More than twice,Never,Never,Never,Twice,Never,Once,Twice,Once,Never,Never,More than twice,More than twice,Twice,Never,Very dangerous,Somewhat dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Somewhat dangerous,Somewhat dangerous,Somewhat dangerous,Somewhat likely,Somewhat likely,Unsure,Very likely,Very likely,Very likely,Very likely,Somewhat likely,Very likely,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,In person,,"Yes, other type of paid driving",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,1,,2,4,3,1,,68d1e6c9-171a-3047-48b6-52007fa75325,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,5,4,5,5,5,5,4,4,4,4,4,3,5,5,5,5,4,5,1,1,1,1,1,1,1,1,1
9/22/2025 6:20,9/22/2025 6:26,R_3HqscKp5RTpos7Q,20,Other,Latine and/or Hispanic,,Female,,Yes,Yes,Twice,More than twice,Once,Twice,Never,More than twice,Never,More than twice,Never,Never,Once,Once,Twice,Never,Twice,Never,More than twice,Never,Never,Never,More than twice,Never,Never,Never,Never,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Somewhat dangerous,Somewhat safe,Somewhat dangerous,Very likely,Very likely,Somewhat likely,Somewhat likely,Very likely,Very likely,Very likely,Somewhat unlikely,Somewhat likely,Twice,More than twice,More than twice,More than twice,Once,More than twice,More than twice,More than twice,More than twice,In person,,No,Yes,My brakes gave out in my car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,It’s not just you tha you out at risk but it’s also others lives,2,1,3,4,It’s other lives you out at risk not just your own,68d1e7bd-cff7-8b6f-f70b-ad2a33a937aa,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,5,5,5,5,5,5,4,2,4,5,5,4,4,5,5,5,2,4,1,1,1,1,1,1,1,1,1
9/22/2025 6:28,9/22/2025 6:31,R_2DYt09qOFD3s2qz,22,Toledo,White and/or European American,,Female,,No,Yes,Never,Never,Never,Never,Never,More than twice,Once,Never,Never,Never,Never,Never,Never,Never,Once,Once,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Unsure,Very likely,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,In person,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,2,,1,3,2,4,,68d1e966-230c-be65-87f3-7eb80b7de4db,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,1,1,1,1,1,1,1,1
9/22/2025 6:31,9/22/2025 6:34,R_1FPNYbETBJgamB9,22,Cincinnati,"Black and/or African American,White and/or European American",,Female,,Yes,No,,,,,,,,,,Never,More than twice,Never,Never,More than twice,More than twice,More than twice,More than twice,More than twice,Never,More than twice,More than twice,Once,More than twice,Never,Never,Very dangerous,Very safe,Somewhat safe,Very dangerous,Somewhat dangerous,Somewhat dangerous,Unsure,Very dangerous,Very dangerous,Very likely,Somewhat unlikely,Somewhat unlikely,Very likely,Somewhat unlikely,Somewhat likely,Very likely,Somewhat unlikely,Somewhat likely,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,In person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,2,,1,2,4,3,,68d1ea1c-dd69-a2fc-44f3-e556340ba8c6,1,1,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,5,1,2,5,4,4,3,5,5,5,2,2,5,2,4,5,2,4,1,1,1,1,1,1,1,1,1
9/22/2025 6:24,9/22/2025 6:34,R_3I5GfTzTQzwTvcW,24,Other,White and/or European American,,Female,,No,Yes,Never,Never,Never,Never,Never,Never,Prefer not to answer,More than twice,Never,Never,Once,Once,Never,Once,Never,Prefer not to answer,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very dangerous,Somewhat dangerous,Somewhat dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very likely,Very likely,Very likely,Very likely,Somewhat likely,Somewhat likely,Somewhat likely,Unsure,Somewhat likely,More than twice,More than twice,More than twice,Twice,More than twice,More than twice,More than twice,More than twice,More than twice,In person,,No,Yes,"People not obeying stop signs, people pulling out in front of me, driving excessively fast and swerving around me",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,1,,2,4,3,1,,68d1e846-ecc1-627f-1659-69d4cd534186,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,1,0,5,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,3,4,1,1,1,1,1,1,1,1,1
9/22/2025 6:27,9/22/2025 6:40,R_1etUxkz3NS4ecPU,19,Akron,Black and/or African American,,Female,,No,No,,,,,,,,,,Once,Never,Never,Never,More than twice,More than twice,More than twice,More than twice,More than twice,Never,Never,More than twice,More than twice,Never,More than twice,More than twice,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Somewhat dangerous,Somewhat dangerous,Somewhat dangerous,Somewhat dangerous,Somewhat dangerous,Somewhat unlikely,Very unlikely,Very unlikely,Very unlikely,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,Never,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,In person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,1,2,Smoking and getting high,1,3,2,4,Need to at-least get 8 hours of sleep,68d1e918-ec1e-dd57-dab3-b7514510d79e,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,5,5,5,5,4,4,4,4,4,2,1,1,1,2,2,2,2,2,0,1,1,1,1,1,1,1,1
9/22/2025 6:47,9/22/2025 6:51,R_3Milqu95qyVeG5T,20,Other,White and/or European American,,Female,,Yes,Yes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,In person,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,1,,1,3,4,2,,68d1ed99-94ef-926a-c4cc-370920503f21,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1
9/22/2025 6:58,9/22/2025 7:04,R_xckOiNoZg1TPeSd,20,Cleveland,"Asian/Asian American, Pacific Islander, Desi American, and/or Native Hawai'ian",,Male,,No,Yes,Never,Never,Never,Never,Never,Never,Never,Once,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Somewhat dangerous,Very dangerous,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Unsure,Very likely,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,I didn't complete a driver training course prior to receiving my driver's license,,No,No,,Bicycling (street and BMX),,,,,,,,,,,,,,,,7,All,A Few,Half,Half,Half,A Few,A Few,Half,Never,Never,Never,Never,Never,,,,,,,,,,,,,,,No,,4,2,3,1,Stay sober or get pulled over ,1,2,3,4,Get your rest or dress of the best,68d1f09c-750f-2c51-3b44-d55b05a5bccf,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3,5,1,1,1,1,1,1,1,1,1
9/22/2025 7:26,9/22/2025 7:38,R_3s69EblYYyaRNUj,18,Dayton,White and/or European American,,Female,,Yes,Yes,Never,Never,Never,Never,Never,Never,Never,Once,Never,Once,Once,Once,Never,Never,Never,Never,Never,Never,Once,Once,Once,Once,Once,Once,Never,Very dangerous,Very dangerous,Somewhat dangerous,Very dangerous,Somewhat dangerous,Very dangerous,Somewhat dangerous,Somewhat dangerous,Very dangerous,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Unsure,Unsure,Somewhat unlikely,Somewhat unlikely,Unsure,Twice,Never,Once,Never,Never,Once,Once,Twice,Once,In person,,"Yes, for rideshare (e.g., Uber, Lyft)",No,,"Skateboarding/Longboarding,Bicycling (street and BMX),Scootering",,2,A Few,A Few,Half,A Few,A Few,Half,Half,All,Once,Once,Once,Twice,More than twice,2,A Few,Half,Half,Half,A Few,Half,A Few,A Few,Twice,Never,Never,Never,Never,3,All,All,All,Half,Half,A Few,All,Half,More than twice,More than twice,Twice,Twice,More than twice,No,,1,2,3,4,,3,1,2,4,,68d1f6e4-dadf-3255-2fdf-318b1057ca37,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,5,5,4,5,4,5,4,4,5,1,1,1,1,3,3,2,2,3,1,0,1,0,0,1,1,1,1
9/22/2025 7:33,9/22/2025 7:38,R_3KQ6Uq7YsN9JsDI,23,Cleveland,White and/or European American,,Female,,No,Yes,Twice,More than twice,Never,Twice,Once,More than twice,More than twice,Twice,More than twice,More than twice,More than twice,Once,More than twice,More than twice,Twice,More than twice,More than twice,More than twice,Once,Never,More than twice,More than twice,More than twice,Never,Never,Somewhat safe,Very safe,Unsure,Unsure,Somewhat safe,Somewhat safe,Very safe,Unsure,Very safe,Very likely,Somewhat likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,In person,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,4,None ,1,4,3,2,You can fall asleep ,68d1f8a3-711f-965e-007d-51abef748a88,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,2,1,3,3,2,2,1,3,1,5,4,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1
9/22/2025 7:41,9/22/2025 7:44,R_W3wmUPh4XbVgl3j,19,Cleveland,"Black and/or African American,White and/or European American",,Female,,No,Yes,Never,Never,Never,Never,Never,More than twice,More than twice,More than twice,More than twice,Never,Never,Never,Twice,Never,Never,Twice,More than twice,More than twice,Never,Never,Once,Twice,Twice,Never,More than twice,Somewhat safe,Somewhat dangerous,Very safe,Somewhat dangerous,Very dangerous,Somewhat dangerous,Very dangerous,Very safe,Unsure,Very unlikely,Unsure,Very unlikely,Very unlikely,Somewhat unlikely,Very unlikely,Somewhat unlikely,Somewhat unlikely,Very unlikely,Once,More than twice,More than twice,Never,Once,More than twice,Never,Never,Once,In person,,"Yes, for delivery (e.g., Amazon Flex, DoorDash, Instacart)",Yes,I didnt,"Bicycling (street and BMX),Scootering",,,,,,,,,,,,,,,,3,None,None,None,Half,None,A Few,All,A Few,Never,Once,Once,Twice,Never,1,None,None,A Few,Half,All,A Few,All,A Few,Never,Never,More than twice,Once,Once,Yes,I don’t know ,4,3,2,1,Yep,1,4,2,3,Yes,68d1fa7c-455a-3eaf-f621-fcdf89968962,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,2,4,1,4,5,4,5,1,3,1,3,1,1,2,1,2,2,1,1,1,1,0,1,1,0,0,1
9/22/2025 7:39,9/22/2025 7:47,R_1P6kM66Yf0mkkQG,22,Other,White and/or European American,,Male,,No,Yes,Never,Twice,More than twice,Never,Never,Never,Never,More than twice,Never,Never,Twice,More than twice,Never,Never,Never,Never,More than twice,Never,More than twice,Never,Never,Once,Never,Never,Never,Very dangerous,Somewhat safe,Somewhat safe,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Unsure,Very dangerous,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,Unsure,Somewhat likely,Very likely,Very likely,Somewhat unlikely,Very likely,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,In person,,No,No,,Powered dirt bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,4,I think the cost factor and jail time would prevent this,2,1,3,4,,68d1f9e1-e2ff-6f71-eb93-f0847fa68b3a,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,5,2,2,5,5,5,5,3,5,2,2,2,3,4,5,5,2,5,1,1,1,1,1,1,1,1,1
9/22/2025 7:41,9/22/2025 7:49,R_334oeMPTLynkLji,24,Other,White and/or European American,,Female,,No,No,,,,,,,,,,Once,More than twice,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very dangerous,Unsure,Unsure,Somewhat dangerous,Unsure,Very dangerous,Very dangerous,Somewhat dangerous,Very dangerous,Unsure,Unsure,Unsure,Unsure,Unsure,Very likely,Somewhat likely,Somewhat unlikely,Very likely,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,Prefer not to answer,Prefer not to answer,Never,I didn't complete a driver training course prior to receiving my driver's license,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,1,By not smoking it,4,3,2,1,Caught a ride from a friend or coworker,68d1fa61-6cca-cb30-88c7-a0b07ddc14ae,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,5,3,3,4,3,5,5,4,5,3,3,3,3,3,5,4,2,5,1,1,1,1,1,1,,,0
9/22/2025 7:54,9/22/2025 7:59,R_3P5X2xdwkKeAhXS,20,Cleveland,Black and/or African American,,Female,,No,Yes,Never,Once,More than twice,Once,Never,Never,More than twice,Twice,More than twice,Never,More than twice,More than twice,Never,Never,More than twice,More than twice,More than twice,More than twice,Never,Twice,Twice,More than twice,More than twice,Never,Never,Very dangerous,Somewhat safe,Very safe,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Unsure,Very dangerous,Unsure,Very unlikely,Very unlikely,Unsure,Very likely,Very likely,Very likely,Unsure,Very likely,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,In person,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,1,,2,3,4,1,,68d1fc92-dc40-55d8-5119-ebb37cb1715c,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,5,2,1,5,5,5,5,3,5,3,1,1,3,5,5,5,3,5,1,1,1,1,1,1,1,1,1
9/22/2025 7:48,9/22/2025 8:07,R_4GcRZADAOw1m8r7,24,Cleveland,Black and/or African American,,Female,,Yes,Yes,Never,Never,Never,Never,Never,Twice,Never,More than twice,Once,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than twice,Once,More than twice,More than twice,More than twice,Twice,More than twice,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,Very likely,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,In person,,"Yes, for delivery (e.g., Amazon Flex, DoorDash, Instacart)",No,,"Bicycling (street and BMX),Powered dirt bike",,,,,,,,,,,,,,,,2,All,Half,A Few,Half,All,Half,A Few,Half,Never,Never,Never,Never,Never,,,,,,,,,,,,,,,No,,1,2,3,4,Making weed illegal,1,2,3,4,"Raising minimum wage
",68d1fab9-0a6b-990a-6e89-c1830e59e431,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1
9/22/2025 7:57,9/22/2025 8:08,R_3oT7D36T0tMk03J,19,Cincinnati,White and/or European American,,Female,,No,Yes,Never,Prefer not to answer,Never,Never,Never,Never,Never,More than twice,More than twice,Once,More than twice,Never,Never,Never,More than twice,Never,More than twice,More than twice,Never,Never,Never,Never,Never,Never,Never,Very safe,Very safe,Very safe,Somewhat safe,Unsure,Somewhat dangerous,Somewhat dangerous,Very safe,Very dangerous,Somewhat likely,Somewhat unlikely,Very unlikely,Unsure,Somewhat likely,Somewhat unlikely,Somewhat likely,Very unlikely,Somewhat likely,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,In person,,"Yes, for delivery (e.g., Amazon Flex, DoorDash, Instacart)",No,,"Bicycling (street and BMX),Powered dirt bike",,,,,,,,,,,,,,,,5,None,None,None,None,None,None,None,None,Never,More than twice,Never,Never,More than twice,,,,,,,,,,,,,,,No,,1,3,4,2,Wait until later,2,1,3,4,You'll feel better with more sleep ,68d1fe52-360e-b862-6c62-226909cfcfda,1,0,0,0,0,0,0,0,0,1,0,1,0,,0,0,0,0,0,1,1,1,1,1,2,3,4,4,1,5,4,2,1,3,4,2,4,1,4,1,1,1,1,1,1,1,1,1
9/22/2025 8:06,9/22/2025 8:13,R_Rm1d4vmXFk8GHPr,24,Other,White and/or European American,,Female,,No,Yes,Once,Never,Never,Never,Never,More than twice,Once,Twice,Never,Never,Never,Never,Never,Never,More than twice,Once,Once,Never,Never,Never,Never,Never,Never,Never,Never,Unsure,Somewhat dangerous,Unsure,Very dangerous,Very dangerous,Somewhat dangerous,Very dangerous,Somewhat dangerous,Very dangerous,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Unsure,Very likely,Very likely,Unsure,Somewhat likely,More than twice,More than twice,More than twice,Prefer not to answer,Prefer not to answer,More than twice,Twice,More than twice,Never,In person,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,family’s are all over the road with you. ,1,2,3,4,not feeling yourself when you get less sleep. ,68d20047-34d7-5e62-edae-f8407c379a83,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,3,4,3,5,5,4,5,4,5,4,4,4,4,3,5,5,3,4,1,1,1,,,1,1,1,0
9/22/2025 9:56,9/22/2025 8:39,R_2TucWkFVU5J8RZS,24,Columbus,Black and/or African American,,Male,,Yes,Yes,Twice,Twice,Twice,Twice,Twice,Twice,Once,Once,Once,More than twice,Twice,Once,Once,Once,Never,Never,Never,Never,Never,Never,Once,Never,Once,Never,Never,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very dangerous,Very unlikely,Very likely,Very likely,Unsure,Very likely,Somewhat unlikely,Very likely,Somewhat likely,Very likely,Never,Never,Never,Never,Never,Never,Never,Never,Never,In person,,"Yes, other type of paid driving",Yes,Negaithing on the road that happened today a car hit us from the behind while driving through the bank no one was injured ,Bicycling (street and BMX),,,,,,,,,,,,,,,,20,All,All,All,All,All,All,All,All,Never,Never,Never,Never,Never,,,,,,,,,,,,,,,Yes,The dear closes the road all the time in our woods area but no one is normal injuryed,3,4,1,2,Having car stickers on the front and rear as a warning ,1,4,2,3,By having warned on the driving license cards ,68d17121-03af-e821-d07d-63ec4bba24be,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,1,5,5,3,5,2,5,4,5,0,0,0,0,0,0,0,0,0
9/22/2025 8:37,9/22/2025 8:43,R_cZviGcQMgq79PfX,21,Other,White and/or European American,,Female,,No,Yes,Once,Never,Never,Never,Never,More than twice,More than twice,Once,Never,Once,Never,Never,Never,Never,More than twice,More than twice,Never,Never,Never,Never,Never,Never,Never,Never,Never,Somewhat dangerous,Somewhat dangerous,Unsure,Very dangerous,Very dangerous,Somewhat dangerous,Somewhat dangerous,Somewhat dangerous,Very dangerous,Somewhat unlikely,Somewhat unlikely,Very unlikely,Unsure,Very likely,Somewhat likely,Very likely,Somewhat likely,Very likely,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,More than twice,In person,,"Yes, for delivery (e.g., Amazon Flex, DoorDash, Instacart)",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,2,,1,2,4,3,,68d207c1-1160-fd0c-f9a4-1c944fc3abfb,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,4,4,3,5,5,4,4,4,5,2,2,1,3,5,4,5,4,5,1,1,1,1,1,1,1,1,1
